rating,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,"Joyeux noël à toi aussi bébé, je t'aime * bisous *",,,
ham,Aucun appels..messages..messages.,,,
ham,K.K :) APO K.GOOD FILM.,,,
ham,"Ta-daaaaa!Je suis chez moi bébé, es-tu toujours prêt?",,,
ham,Ok c'est grand merci beaucoup.,,,
ham,Gudnite .... tc ... la pratique continue,,,
ham,"Nah ne peut pas vous aider là-bas, je n'ai jamais eu d'iPhone",,,
ham,"Merci d'appeler.forgot pour dire Happy Onam à vous Sirji.Je suis bien ici et vous vous êtes souvenu de vous quand j'ai rencontré une personne d'assurance.Me fiche dans Qatar Insha Allah.rakhesh, ex tata aig qui a rejoint Tissco, Tayserer.",,,
ham,Ha ha ha ha ha ha hah chol coool chikku chikku: - - dB-),,,
ham,"Eh bien, je sais que z prendra soin de moi.Donc aucun inquiétude.",,,
ham,"Bonjour mon boytoy ... Geeeee tu me manques déjà et je viens de me réveiller.Je souhaite que tu sois ici au lit avec moi, me câline.Je vous aime ...",,,
ham,Pouvez-vous dire ce qui se passe,,,
ham,"Je suppose que c'est pourquoi tu es inquiet.Vous devez savoir qu'il y a une façon dont le corps se répare elle-même.Et je suis sûr que vous ne devriez pas vous inquiéter.Nous allons le prendre lentement.D'abord les tests, ils guideront lorsque votre ovulation est alors simplement de vous détendre.Rien que vous avez dit est une raison de s'inquiéter mais je continuerai à vous suivre.",,,
ham,Il a fallu M. hibou 3 licks,,,
ham,Hein si tard ... pour le dîner?,,,
ham,À partir de là après que le prix Performance est calculé tous les deux mois.Pas pour une période actuelle d'un mois.,,,
spam,"Texte de la sonnerie gratuite premier à 87131 pour un poly ou un texte Obtenez à 87131 pour une vraie tonalité!Aider?0845 2814032 16 Après le 1er gratuit, les tons sont 3x ?? 150PW à E ?? ND TXT STOP",,,
ham,"Haha s'habitue à conduire à l'homme USF, je connais beaucoup de pierres",,,
ham,Venez par notre chambre à un moment donné afin que nous puissions repasser le plan pour ce week-end,,,
ham,Que se passe-t-il ici.Tu ne veux pas dormir,,,
ham,"Oui :) De la semaine dernière elle-même, je prends un appel en direct.",,,
ham,D'accord.Elle ira bien.j'imagine,,,
ham,À la maison en regardant la télévision lor.,,,
ham,Le message envoyé est demandé & lt; # & gt;dollars.Devrais-je payer et lt; # & gt;ou & lt; # & gt;?,,,
ham,"Oui, c'est vraiment génial..bhaji a dit le meilleur cricketter Kallis après Sachin dans le monde :). Très difficile à sortir.",,,
ham,"Désolé, ma batterie est morte, je peux venir, mais je ne fais qu'un gramme pour le moment, où est ta place?",,,
ham,Hanks beaucoup!,,,
ham,Si SI.Je pense que je vais aller faire ces truffes Oreo.,,,
ham,"Où êtes-vous allé?Mon téléphone va mourir, tu dois rester ici",,,
ham,Grande princesse!J'aime donner et recevoir de l'orale.Le levrette est ma position préférée.Et toi?J'aime faire de l'amour & lt; # & gt;fois par nuit :),,,
spam,Okmail: Cher Dave C'est votre notification final de collecter vos 4 * Tenerife Holiday OU # 5000 Award!Appelez 09061743806 de la ligne fixe.TCS SAE BOX326 CW25WX 150PPM,,,
ham,Ok je vais aller jusqu'à USF dans une quinze minutes,,,
ham,"Presque là-bas, vous voir dans une seconde",,,
ham,Si nous gagnons ce n'est vraiment pas un côté pendant longtemps.,,,
ham,"Désolé mérir mon compte est sec ou je le ferais, si vous voulez que nous puissions échanger la moitié ou que je pouvais acheter une merde avec ma carte de crédit",,,
ham,Obtenu meh ... quand?,,,
ham,"Se battre avec le monde est facile, vous gagnez ou perdez des combats BT avec quelqu'un qui est proche de U est difficile si vous perdez - vous perdez si vous gagnez - vous perdez toujours.",,,
ham,"Non, il attend que dans l'ennui de la voiture ennuyeuse.Cos attendre dehors ne recevait rien 2 faire.À la maison peut faire mes affaires ou regarder la télévision wat.",,,
ham,"8 au plus tard, G reste là-bas si vous pouvez soulever des munitions et que vous voulez donner à la nouvelle AK",,,
ham,S :) Pas de concurrence pour lui.,,,
ham,"Mais c'est sur eBay, cela pourrait être moins ailleurs.",,,
ham,Salut je ne vais pas b ard 4 Noël.Mais profitez-en n joyeux x'mas.,,,
spam,PRIVÉ!Votre relevé de compte 2003 pour 07815296484 montre 800 un-racheté S.I.M.points.Call 08718738001 Code d'identifiant 41782 expire le 18/11/04,,,
ham,"Bon après-midi mon amour!Comment ça se passe ce jour-là?J'espère que vous avez peut-être eu des mèches sur un emploi.Je pense à toi, boytoy et je vous envoie un baiser passionné de l'autre côté de la mer",,,
spam,De www.appplausestore.com mensuelsUsubscription @ 50P / msg max6 / mois T & CSC Web Age16 2Stop Txt STOP,,,
ham,Alors n'importe quelle spéciale là-bas?,,,
ham,"Imaginez enfin que vous soyez enfin enfoncé dans ce bain après que je vous ai mis à travers vos pas, peut-être même vous manger pendant un moment avant de partir ... mais imaginez aussi la sensation de cette cage sur votre bite entourée de l'eau de bain,vous rappelant toujours qui vous possède ... Profitez, ma coiffe",,,
ham,O. puits UV provoque des mutations.Un écran solaire est comme essentiel ces jours-ci,,,
ham,Salut msg me :) je suis au bureau ..,,,
ham,"Je t'appellerai 2MRW à la fin, avec mon adresse que icky American Freek n'arrêtera pas de m'appeler 2 Bad Jen k hein?",,,
ham,Yar lor attend 4 ma mère 2 finition sch puis déjeuner lor ... je reste la matinée à la maison nettoyer ma chambre maintenant ma chambre assez propre ... Hee ...,,,
spam,"Vous avez gagné? 1 000 trésorerie ou un prix de 2 000!Pour réclamer, Call09050000327",,,
ham,Hein tellement tôt .. alors? _ Dîner à l'extérieur d'Izzit?,,,
ham,Dites-leur que vous avez mal à la tête et que vous voulez juste utiliser une heure de temps de maladie.,,,
spam,"Pour votre chance de gagner un Spree Txt, une boutique à 80878. T. & C est www.txt-2-shop.com custcare 08715705022, 1x150p / wk",,,
ham,Je suis génial!Comment vas-tu?,,,
ham,Mind Blastin .. plus de tsunamis ne se produira pas à partir de maintenant. Rajnikant a cessé de nager dans l'océan Indien ..: - D,,,
ham,Prends soin de toi et va bien bientôt,,,
spam,"22 jours pour lancer!Pour Euro2004, vous serez tenu à jour avec les dernières nouvelles et les résultats quotidiens.Pour être supprimé, envoyez TXT STOP à 83222",,,
ham,"\ Happy Saint-Valentin Day \ ""Je sais que c'est tôt, mais j'ai des centaines de beaux beaux et beautés à souhaiter. Alors j'ai pensé finir de tantes et des oncles 1er ...""",,,
ham,Cher nous avons et lt; # & gt;DOLLARS HI HI,,,
ham,"Haha bon d'entendre, je suis officiellement payé et sur le marché pour un 8ème",,,
ham,S'il vous plaît ne dites pas comme ça.Salut salut salut,,,
ham,Moi n lui si drôle ...,,,
ham,"Eh bien, Imma n'a certainement besoin de réapprocher avant Thanksgiving, je vous ferai savoir quand je suis dehors",,,
ham,"Regarder de dessin animé, écouter de la musique et des amplis;à Eve devait aller Temple & Amp;Église .. Et toi?",,,
ham,C'est super!Parfois lent et doux.Parfois rugueux et dur :),,,
ham,Dites-leur que le distributeur de drogue devient impatient,,,
ham,"Sous la mer, il y a un rocher.Dans le rocher, il y a une enveloppe.Dans l'enveloppe, il y a un papier.Sur le papier, il y a 3 mots ... '",,,
ham,Ma Chi Nanche Bhagra Mach Kattan..ed chapeau d / café?,,,
ham,Ho ho - gros ventre rire!See Ya Tomo,,,
ham,"Je ne sais pas la douleur, je viens de boire du lait ..",,,
ham,"Quel est cet endroit ""hex"" parle?Expliquer!",,,
ham,Avez-vous fini de travailler?:),,,
ham,La ferme était-elle ouverte?,,,
ham,Bien.Bon travail.J'aime les entrepreneurs,,,
ham,Combien r? _ Disposé à payer?,,,
ham,"Je ne pense pas pouvoir m'éloigner pour une trek qui longtemps avec la famille en ville, désolé",,,
ham,"Hauteur de confiance: Tous les professeurs de l'aéronautique WER Calld & Amp;Ils sont assiskd 2 assis dans un avion.AFTR, ils se sont assis ils ont dit que DAT L'avion ws fait par leurs étudiants.Dey tous pressé de l'avion D .. Bt seulement 1 ne pas bouger ... Il a dit: \ Si cela est fait par mes étudiants",,,
ham,Quand j'ai des choses à vendre i.ll vous dire,,,
ham,Oh est-ce?Envoyez-moi l'adresse,,,
ham,J'ai compris!Ça a l'air succulent ... Daddy veut te manger toute la nuit!,,,
spam,Email AlertFrom: Jeri Stewartsize: 2KBsubject: SRVGSTTO Prescripto à faible coût Écoutez un email Call 123,,,
ham,Alors pourquoi personne ne me parle,,,
ham,Oui je serai là.Heureux que tu l'as fait.,,,
ham,Dunno He Jus dit Go Lido.Même temps 930.,,,
spam,"Vous rendez-vous compte que dans environ 40 ans, nous aurons des milliers de vieilles dames qui courent avec des tatouages?",,,
ham,Alors pourquoi tu n'as-tu pas holla?,,,
spam,"Paris romantique.2 nuits, 2 vols de ??? 79 Réservez maintenant 4 l'année prochaine.Appelez le 08704439680TS & CS Appliquer.",,,
spam,Ur a récompensé une ville de ville et pourrait gagner une Spree shopping d'été à 200 semaines.TXT Store à 88039.Skilgme.TSCS087147403231Winawk! Age16 ?? 1.50perwksub,,,
ham,Ne pas obtenir n'importe où avec ce foutu travail à la chasse ici!,,,
ham,Merci d'avoir ramassé la corbeille.,,,
ham,Votre avis sur moi?1. Plus de 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl caractère 7. Non mûrit 8. Élégant 9. Simple Pls Répondre ..,,,
ham,"Elle était censée être mais ne pouvait pas en faire, elle est toujours en ville cependant",,,
ham,"Cela espère que vous avez apprécié votre jeu hier.Désolé, je n'ai pas été en contact mais les pls savent que vous êtes affectueusement bein thot.Passe une bonne semaine.Abiola",,,
ham,Ça me fait vraiment tomber à peine traîner.,,,
spam,"Dernière chance!Réclamez votre valeur de 150 bons de réduction aujourd'hui!Magasin de texte à 85023 maintenant!Savamob, offre mobile!T CS Savamob POBOX84, M263UZ.?? 3,00 SUB.16",,,
ham,Je dled 3d son très nu,,,
ham,S:) s.nervous & lt; # & gt;:),,,
ham,Où est mon boytoy?Tu me manques ... que s'est-il passé?,,,
ham,Bon après-midi Starshine!Comment va mon boytoy?Est-ce qu'il me croit encore?Mal me baiser?* sips cappuccino * tu me manques bébé * taquiner baiser *,,,
ham,Hmm .. bits et pièces lol ... * soupire * ... ...,,,
spam,"Vous avez un admirateur secret.Révélez qui pense que vous êtes si spécial.Appelez le 09065174042. Pour opter Répondre, révélez l'arrêt.1,50 par msg Recd.Cust Care 07821230901",,,
ham,Bonjour ma chère ........... AVEZ UN GRANDE ET AMP;journée réussie.,,,
ham,Je t'aime tellement tellement u don?,,,
ham,Pendant ce temps dans la suite de merde: Xavier a décidé de nous donner & lt; # & gt;Quelques secondes d'avertissement que Samantha se passait et joue à la guitare de Jay pour l'impressionner ou une merde.Aussi je ne pense pas que doug réalise que je ne vis plus ici,,,
ham,Vous atteignez déjà le verger?U wan 2 va acheter des billets d'abord?,,,
spam,Talk sexy !!Faites de nouveaux amis ou tombez amoureux du service de rencontres de texte le plus discret.Il suffit de texto VIP à 83110 et de voir qui vous pourriez rencontrer.,,,
ham,Au travail maintenant.Aller avoir en quelques minutes.,,,
spam,Félicitations OR ARRIVÉE Soit une fourniture de CD de YRS de Virgin Records ou un cadeau de mystère Garanti Call 09061104283 TS & CS www.smsco.net?,,,
ham,"Eh bien, je suis officiellement dans un trou philosophique, alors si tu veux appeler Am à la maison prêt à être sauvé!",,,
spam,"Magasinez jusqu'à la goutte, est-ce que vous, 10k, 5k, ?? 500 Cash ou ?? 100 Vaissant de voyage, appelez maintenant, 09064011000. NTT PO Box CR01327BT Fixtionnement Coût 150ppm Mobile varier",,,
spam,Rappel: Vous n'avez pas téléchargé le contenu que vous avez déjà payé.Goto http: // drawit.mymbole.TV / Pour collecter votre contenu.,,,
ham,Gibbs invends.mike Hussey,,,
ham,Pourquoi demandez-vous la princesse?,,,
ham,"Superbe pensé- \ soyez reconnaissant que vous n'avez pas tout ce que vous voulez.Cela signifie que vous avez toujours la possibilité d'être plus heureux demain que vous êtes aujourd'hui. \ "":-)""",,,
ham,Probablement soucieux de l'argent.Les choses arrivent à cause et j'ai plusieurs factures exceptionnelles pour le travail que j'ai fait deux et trois mois.,,,
ham,Hé quoi de neuf Charles désolé pour la réponse tardive.,,,
ham,Mon amour !Comment se fait-il que cela vous a pris si longtemps de partir pour que Zaher?J'ai eu vos mots sur ym et j'étais heureux de les voir mais était triste que tu avais parti.Tu me manques,,,
ham,Je pourrais demander à Carlos si nous pouvions obtenir plus si quelqu'un d'autre peut choisir,,,
ham,Quand tu veux le voir alors,,,
ham,"K, attendre chikku..il envoyer AFTR & LT; # & gt;mines",,,
ham,Je suis vraiment désolé je ne voudrais pas bable 2 faire ce vendredi.hope u peut trouver une alternative.Hope Yr terme va bien :-),,,
ham,Puis Dun porte des jeans lor ...,,,
ham,"Non, nous vendons tout cela, donc nous aurons des tonnes si des pièces de monnaie.Vendez ensuite nos pièces à quelqu'un à travers Paypal.Voilà!Argent dans la vie poches :)",,,
ham,J'ai hâte de te voir!Comment les photos étaient-elles utiles?:),,,
ham,"Génial, lemme sait chaque fois que vous êtes autour",,,
ham,Désolé je veux maintenant c u ur msg ... yar lor si pauvre chose ... mais seulement 4 une nuit ... TMR tu as une nouvelle chambre 2 Sleep in ...,,,
ham,Vous êtes sûr que vous ne pouvez pas prendre de temps de maladie?,,,
ham,Ou mieux tu peux toujours la attraper et lui demander si elle peut vendre & lt; # & gt;pour moi.,,,
ham,"Yar lor il wan 2 va C Horse Racing aujourd'hui mah, alors mangez plus tôt lor.J'ai mangé du riz au poulet.U?",,,
ham,"Hey non, je suis une merde nite née sans ya 2 boggy avec moi u ennuyeuse chienne!Merci mais tu attends tilnl nxt heure il y ave ya",,,
ham,"S'il a commencé à chercher, il obtiendra un emploi dans quelques jours.Il avoir un grand potentiel et un grand talent.",,,
ham,Carlos dit qu'il sera à Mu In & Lt; # & gt;minutes,,,
ham,26 juillet,,,
ham,Changez à nouveau ... c'est un e un à côté de l'escalator ...,,,
ham,"Allez jusqu'à Jurong Point, fou .. Disponible uniquement à Bugis N Great World La e Buffet ... Cine Il a eu Amore Wat ...",,,
ham,Même mon frère n'aime pas parler avec moi.Ils me traitent comme le brevet SIDA.,,,
spam,URGENT!Vous avez gagné un abonnement gratuite de 1 semaine dans notre jackpot de 100 000 prix!TXT Le mot: prétendant n °: 81010 T & C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18,,,
ham,Bien si ça ?? S que tu ressens.C'est la façon dont son gota b,,,
ham,"Ffffffffff.Très bien, je peux vous rencontrer plus tôt?",,,
ham,"Attends que ce n'est toujours pas tout ce qui est clair, n'étais-tu pas sûr de moi sarcastique ou que c'est pourquoi x ne veut pas vivre avec nous",,,
ham,"Oups, je te ferai savoir quand mon colocataire est fait",,,
spam,07732584351 - Rodger Burns - Msg = Nous avons essayé de vous appeler votre réponse à nos SMS pour un caméscope gratuit Nokia Mobile + gratuit.S'il vous plaît appelez maintenant 08000930705 pour la livraison demain,,,
ham,"Ouais, j'espère que si Tyler ne peut pas le faire, je pouvais peut-être demander un peu un peu",,,
spam,SMS.AC SPTV: Le nouveau Jersey Devils et les ailes rouges de Detroit jouent au hockey sur glace.Correct ou incorrect?Finir?Répondre fin SPTV,,,
ham,Vous devrez prendre un burger de 1 $ pour vous-même sur le chemin de votre retour.Je ne peux même pas bouger.La douleur me tue.,,,
ham,"Aujourd'hui, c'est \ Song DÉDIÉ DAY.",,,
ham,Salut bébé im à la maison maintenant tu veux faire quelque chose?Xx,,,
ham,Ne fonctionne pas après & lt; # & gt;ou quoi,,,
ham,Yup prochain arrêt.,,,
ham,Ouais faire!Don ??? T Composer pour fermer Tho- You ??? ll attraper quelque chose!,,,
ham,Regarder le film Telugu..wat Abt U?,,,
ham,Selon votre demande 'Melle Melle (Oru Minnununginte Nurungu Vettam)' a été définie comme votre Callertune pour tous les appelants.Appuyez sur * 9 pour copier vos amis appelertune,,,
ham,"Je sais!Personnes âgées grincheuses.Ma mère était comme si tu ferais mieux de ne pas mentir.Encore une fois, je suis toujours celui qui joue des blagues ...",,,
ham,"Wa, votre phrase d'ouverture très formelle ... Quoi qu'il en soit, je vais bien aussi, Juz tt je suis trop mangé n Puttin sur le poids ... Haha ... donc quelque chose de spécial?",,,
spam,"URGENT!Votre numéro de téléphone portable a été récompensé?Appel de la ligne fixe 09064019788 BOX42WR29C, 150PM",,,
ham,"Juste pour que vous sachiez, Toujours n'a pas encore envoyé de l'argent.Je viens de lui envoyer un texte à ne pas déranger l'envoi.Donc, c'est fini, vous n'avez pas à vous impliquer dans quoi que ce soit.Je n'aurais pas dû s'imposer de rien sur vous en premier lieu pour cela, je m'excuse.",,,
ham,Premier répondre à ma question.,,,
spam,"Vous n'allez pas rcv plus msgs de la chat SVC.Pour les services hardcore gratuits, Texte aller à: 69988 Si vous n'obtenez rien, vous devez évaluer votre réseau YR et réessayer",,,
ham,"Oui, on se voit pas sur le point",,,
ham,Le vin coule et je suis que je n'ai jamais,,,
ham,Je quitte ma maison maintenant ...,,,
ham,Je suis tellement amoureux de toi.Je suis excité chaque jour que je passe avec vous.Tu me rends si heureux.,,,
ham,Grande évasion.Je fantais le pont mais j'ai besoin de sa lager.On se voit tomo,,,
ham,"Eh bien, je vais finir mon bain maintenant.Avoir un bon ... bonne nuit.",,,
ham,Vous avez levé mes espoirs avec l'offre d'argent.J'ai besoin.Surtout quand la fin du mois s'approche et ça fait mal mes études.De toute façon avoir un week-end de gril,,,
ham,"Haha génial, soyez là dans une minute",,,
ham,Salut :) Enfin j'ai terminé le cours :),,,
ham,"Salut son kate comment est ta soirée?J'espère que je peux vous voir demain pour un peu, mais j'ai à BabyJontet sanglant!TXT en arrière si vous le pouvez.:) xxx",,,
ham,U appelez-moi modifier à 11k.,,,
ham,"Quoi de neuf Bruv, j'espère que vous avez passé une bonne pause.Ont un semestre enrichissant.",,,
ham,Fatigué.Je n'ai pas bien dormi ces dernières nuits.,,,
ham,"Désolé, je vais appeller plus tard",,,
ham,"La vie est plus stricte que l'enseignant ... Le professeur de BCoz enseigne la leçon et les amplis;Ensuite, effectue un examen, mais la vie effectue d'abord l'examen et l'ampli;Ensuite, enseigne des leçons.Joyeux matin...",,,
spam,"Texte et rencontrer quelqu'un sexy aujourd'hui.Vous pouvez trouver une date ou même flirter à U. Joindre 4 juste 10p.Répondre avec nom et Âge, par exemple Sam 25. 18 -Msg Recd @ Thirtyeight Pence",,,
ham,"Demain audience finale sur mon étui pour ordinateur portable, donc je ne peux pas.",,,
ham,Je t'ai demandé de l'appeler maintenant ok,,,
ham,Qu'est-ce que tu fais? Comment allez-vous?,,,
spam,Nous avons essayé de vous contacter votre réponse à notre offre d'un combiné vidéo?750 Networks Networks Minus?Texte illimité?Caméscope?Répondre ou appelez 08000930705 maintenant,,,
ham,Pourquoi tu n'as pas venu avec nous.,,,
ham,"Viens à Mu, nous trions notre situation de stupéfiante",,,
ham,Dire vola à Mack son gf dans le théâtre,,,
ham,D'accord.J'ai demandé de l'argent à quelle distance,,,
ham,"Ma vie signifie beaucoup pour moi, pas parce que j'aime ma vie, mais parce que j'aime les gens de ma vie, le monde les appelle des amis, je les appelle mon monde :-) .. ge :-) ..",,,
ham,J'ai accidentellement supprimé le message.Renvoyer s'il vous plaît.,,,
ham,"Génial, je me souviens de la dernière fois que nous avons eu quelqu'un de haut pour la première fois avec Diesel: v",,,
ham,Jos Demandez-vous si tu veux te rencontrer?,,,
ham,Il dit qu'il me donnera un appel lorsque son ami a obtenu l'argent mais qu'il achète certainement avant la fin de la semaine,,,
spam,Décembre seulement!Avait votre mobile 11mths +?Vous avez le droit de mettre à jour le dernier mobile de la caméra de couleur gratuitement!Appelez la mise à jour mobile Co gratuitement sur 08002986906,,,
ham,Aucun problème.Comment allez vous?,,,
ham,K.K :) APO K.GOOD FILM.,,,
ham,"Frais.Alors, comment ça se passe-t-il pas encore allé et dîné avant?",,,
ham,Où avez-vous caché étranger?,,,
spam,"Envie d'un shag?Je fais.SextextUk.com TXT XXUK Suzy à 69876. Les TXTS coûtent 1,50 par msg.TNCS sur le site web.X",,,
ham,& lt; # & gt;Ish minutes était il y a 5 minutes.Wtf.,,,
ham,Ha ha ha ha ha ha hah chol coool chikku chikku: - - dB-),,,
spam,"Update_now - Offre de Noël!DERNIÈRE MOTOROLA, SONYERICSSON & NOKIA & Bluetooth gratuit!Double Minis et 1000 txt sur Orange.Call MobileUpd8 sur 08000839402 ou Call2OPTout / F4Q =",,,
ham,Je vais pour le bain msg vous prochaine & lt; # & gt;min ..,,,
ham,Garder mon payasam là si rinu apporte,,,
spam,"Double Minières et TXTS 4 6 mois Bluetooth gratuit sur Orange.Disponible sur Sony, Nokia Motorola Téléphones.Call MobileUpd8 sur 08000839402 ou Call2OPTout / N9DX",,,
ham,Hein si tard ... pour le dîner?,,,
ham,"Était en train de dormir et peut encore quand on rappelle.Donc, un texte est GR8.Vous rock sis.Va vous envoyer un texte wen je me réveille.",,,
ham,La crème à cheveux n'a pas été expédiée.,,,
ham,Headin vers Busetop,,,
spam,100 datant Service Cal; L 09064012103 Box334SK38CH,,,
ham,"Oui :) De la semaine dernière elle-même, je prends un appel en direct.",,,
ham,aathi.. quelque part es-tu cher ..,,,
spam,Félicitations!Nokia 3650 Video Camera Phone est votre appel 09066382422 Appels Coût 150ppm Ave Call 3mins Varier de Mobiles 16+ Fermer 300603 Post BCM4284 LDN WC1N3XX,,,
ham,"Salut espérons que vous obtenez ce TXT ~ Journey n'a pas été bon, comment environ 50 minutes de retard que je pense.",,,
ham,\ Hey hey werethe monkeespeople dites que nous monkeyarnd!Howdy magnifique,,,
ham,Hanks beaucoup!,,,
ham,"Regardez Amy Ure une belle femme intelligente et je vous aime beaucoup.Je sais que tu ne t'aime pas comme ça, alors ça ne m'inquiète pas.",,,
spam,"MODGDCentre Orange Client, vous pouvez maintenant réclamer votre mise à niveau gratuite de téléphone d'appareil photo pour votre fidélité.Appelez maintenant le 0207 153 9153. Offre se termine le 26 juillet.T & C s'applique.Opt-out disponible",,,
ham,"Yup, pas besoin.Je vais attendre 4 e pluie 2 arrêter.",,,
ham,"Belle ligne dit par un heart-plz brisé Ne pas sperme 1 fois d'autre face à moi ... Autres sages encore une fois, je te ferai confiance ... bien 9t :)",,,
ham,"Presque là-bas, vous voir dans une seconde",,,
spam,"Message gratuit Activez vos 500 messages texte gratuits en répondant à ce message avec le mot gratuit pour les conditions générales, visitez www.07781482378.com",,,
ham,"Désolé, en rencontrant, je vais appeler plus tard",,,
ham,"Kate Jackson Rec centrer avant 7h, non?",,,
spam,"+123 Félicitations - Dans la concurrence de cette semaine, vous avez remporté le prix ?? 1450 à la revendication Appelez simplement le 09050002311 B4280703.T & CS / SMS STOP 08718727868. Plus de 18 seulement 150ppm",,,
ham,"8 au plus tard, G reste là-bas si vous pouvez soulever des munitions et que vous voulez donner à la nouvelle AK",,,
spam,Tonalités de bolblues pour une réponse de 150p poly # ou mono # # Poly3 1. Diapositive Cha Cha Cha part 2. Ouais 3. Jamz lent 6. Toxique 8. Venez avec moi ou arrêtez 4 autres tons plus txt plus,,,
ham,Allait aller chercher des tacos,,,
spam,"Vous recevrez votre ton dans les prochains 24hr.Pour les conditions générales, veuillez consulter le canal u télétexte PG 750",,,
ham,"Je ne t'ai pas appelé depuis un moment.Cela espère que c'était le paludisme L8R et que vous savez que vous nous manquez les gars.Miss Bani Big, alors les pls lui donnent mon amour surtout.Passe une bonne journée.",,,
spam,De www.appplausestore.com mensuelsUsubscription @ 50P / msg max6 / mois T & CSC Web Age16 2Stop Txt STOP,,,
ham,Je sais mais vous devez obtenir l'hôtel maintenant.Je viens de recevoir mon invitation mais je devais m'excuser.Cali est trop gentil pour que je vienne à un mariage d'anglais Blake,,,
ham,"Bien sûr, si je reçois un accusé de réception de votre part qu'il est stupéfiant sans tact et agité généralement de demander un serment de sang",,,
ham,Salut princesse!Merci pour les photos.Tu es très jolie.Comment vas-tu?,,,
ham,"Fuck babe ... Tu me manques déjà, tu sais?Tu ne peux pas me laisser vous envoyer de l'argent vers votre net?J'ai besoin de toi ... je te veux ... je vous ai envie ...",,,
ham,Yar lor attend 4 ma mère 2 finition sch puis déjeuner lor ... je reste la matinée à la maison nettoyer ma chambre maintenant ma chambre assez propre ... Hee ...,,,
ham,"J'en ai marre de discuter avec vous de cette semaine après la semaine.Faites ce que vous voulez et dès maintenant, je ferai la même chose.",,,
spam,Nous avons essayé de vous contacter à votre réponse à notre offre de 750 minutes 150 text et d'un nouvel appel vidéo 08002988890 Maintenant ou répondez gratuitement à la livraison gratuite demain,,,
ham,Ya srsly mieux que toi,,,
ham,"Je t'ai rencontré comme un étranger et te choisir comme ami.Tant que le monde se tient, notre amitié ne se termine jamais.Sois amis pour toujours !!!Gud nitz ...",,,
ham,Mind Blastin .. plus de tsunamis ne se produira pas à partir de maintenant. Rajnikant a cessé de nager dans l'océan Indien ..: - D,,,
spam,Xclusive @ clubsaisai 2morow 28/5 Soiser Spéciale Zouk avec Nichols de Paris.free Roses 2 Toutes les dames !!!Info: 07946746291/07880867867,,,
ham,J'ai beaucoup de personnes à charge,,,
ham,Je viens chercher? _ Up ... sors immédiatement après la leçon ...,,,
ham,"Nah, c'est tout droit, si vous pouvez simplement apporter des boutons ou des boissons ou quelque chose qui est en fait un peu plus utile que l'argent droit",,,
ham,S'il vous plaît ne dites pas comme ça.Salut salut salut,,,
ham,"Chérie, j'espère que tu n'as pas ce genre de journée!En avez un avec des charges de raisons de sourire.Biola",,,
ham,Va probablement passer par un peu un peu,,,
ham,Pas de problème.Je vais envoyer à votre email.,,,
ham,As-tu eu cette histoire de personnes,,,
ham,"Sous la mer, il y a un rocher.Dans le rocher, il y a une enveloppe.Dans l'enveloppe, il y a un papier.Sur le papier, il y a 3 mots ... '",,,
ham,"Carlos, je serai ici dans une minute si vous avez toujours besoin d'acheter",,,
spam,"Obtenez votre 1ère sonnerie gratuite maintenant!Répondre à ce msg avec tonalité.GR8 Top 20 tons à votre téléphone chaque semaine Juste ?? 1,50 par WK 2 Opt Out Envoyer STOP 08452810071 16",,,
ham,Parce que je ne suis pas bizarre lol,,,
ham,Je voulais demander? _ Attendre 4 Moi pour terminer Lecter.COS My Lect se termine dans une heure de toute façon.,,,
ham,La ferme était-elle ouverte?,,,
ham,"Aire, vous fermez ou encore dans la place de Alex?",,,
ham,"Ce qui est important, c'est que vous préveniez la déshydratation en donnant ses fluides suffisamment",,,
spam,"Pour revoir et conserver le fantastique jeu de jeux Nokia N-Gage avec Club Nokia, Go 2 www.cnupdates.com/newsletter.Se désabonner des alertes Répondre avec le mot",,,
ham,Il connaît également le menu du déjeuner uniquement DA..je sais,,,
ham,Oh est-ce?Envoyez-moi l'adresse,,,
ham,De cos peut Lar je ne suis pas si ba dao ok ... 1 h ... tu ne demandes jamais où nous allons ah ... j'ai dit que tu demanderais au vendredi mais il a dit que tu demanderais aujourd'hui ...,,,
ham,Lol tu ne te sentiras pas mal quand j'utilise son argent pour vous emmener dans un steak dîner = D,,,
ham,J'aimerais être avec toi maintenant!,,,
ham,Les hommes comme des dames plus courtes.Regardez dans ses yeux.,,,
spam,"Vous rendez-vous compte que dans environ 40 ans, nous aurons des milliers de vieilles dames qui courent avec des tatouages?",,,
ham,Je ne peux penser à personne avec * chambre d'eau libre * haut de ma tête,,,
spam,Urgent Ur ?? 500 Prix garantie est toujours réclamé!Appel 09066368327 Maintenant ClôtureDate04 / 09/02 Code Code M39M51 ?? 1.50pmmorefrommobile2Bremeloved-MobyPOBOX734LS27YF,,,
ham,Je ne peux pas choisir le téléphone en ce moment.Pls envoyer un message,,,
ham,Juste dormir..et surf,,,
ham,Votre avis sur moi?1. Plus de 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl caractère 7. Non mûrit 8. Élégant 9. Simple Pls Répondre ..,,,
